
01,Østfold,0101,Halden
01,Østfold,0104,Moss
01,Østfold,0105,Sarpsborg
01,Østfold,0106,Fredrikstad
01,Østfold,0111,Hvaler
01,Østfold,0118,Aremark
01,Østfold,0119,Marker
01,Østfold,0121,Rømskog
01,Østfold,0122,Trøgstad
01,Østfold,0123,Spydeberg
01,Østfold,0124,Askim
01,Østfold,0125,Eidsberg
01,Østfold,0127,Skiptvet
01,Østfold,0128,Rakkestad
01,Østfold,0135,Råde
01,Østfold,0136,Rygge
01,Østfold,0137,Våler
01,Østfold,0138,Hobøl
02,Akershus,0211,Vestby
02,Akershus,0213,Ski
02,Akershus,0214,Ås
02,Akershus,0215,Frogn
02,Akershus,0216,Nesodden
02,Akershus,0217,Oppegård
02,Akershus,0219,Bærum
02,Akershus,0220,Asker
02,Akershus,0221,Aurskog-Høland
02,Akershus,0226,Sørum
02,Akershus,0227,Fet
02,Akershus,0228,Rælingen
02,Akershus,0229,Enebakk
02,Akershus,0230,Lørenskog
02,Akershus,0231,Skedsmo
02,Akershus,0233,Nittedal
02,Akershus,0234,Gjerdrum
02,Akershus,0235,Ullensaker
02,Akershus,0236,Nes
02,Akershus,0237,Eidsvoll
02,Akershus,0238,Nannestad
02,Akershus,0239,Hurdal
03,Oslo,0301,Oslo
04,Hedmark,0402,Kongsvinger
04,Hedmark,0403,Hamar
04,Hedmark,0412,Ringsaker
04,Hedmark,0415,Løten
04,Hedmark,0417,Stange
04,Hedmark,0418,Nord-Odal
04,Hedmark,0419,Sør-Odal
04,Hedmark,0420,Eidskog
04,Hedmark,0423,Grue
04,Hedmark,0425,Åsnes
04,Hedmark,0426,Våler
04,Hedmark,0427,Elverum
04,Hedmark,0428,Trysil
04,Hedmark,0429,Åmot
04,Hedmark,0430,Stor-Elvdal
04,Hedmark,0432,Rendalen
04,Hedmark,0434,Engerdal
04,Hedmark,0436,Tolga
04,Hedmark,0437,Tynset
04,Hedmark,0438,Alvdal
04,Hedmark,0439,Folldal
04,Hedmark,0441,Os
05,Oppland,0501,Lillehammer
05,Oppland,0502,Gjøvik
05,Oppland,0511,Dovre
05,Oppland,0512,Lesja
05,Oppland,0513,Skjåk
05,Oppland,0514,Lom
05,Oppland,0515,Vågå
05,Oppland,0516,Nord-Fron
05,Oppland,0517,Sel
05,Oppland,0519,Sør-Fron
05,Oppland,0520,Ringebu
05,Oppland,0521,Øyer
05,Oppland,0522,Gausdal
05,Oppland,0528,Østre Toten
05,Oppland,0529,Vestre Toten
05,Oppland,0532,Jevnaker
05,Oppland,0533,Lunner
05,Oppland,0534,Gran
05,Oppland,0536,Søndre Land
05,Oppland,0538,Nordre Land
05,Oppland,0540,Sør-Aurdal
05,Oppland,0541,Etnedal
05,Oppland,0542,Nord-Aurdal
05,Oppland,0543,Vestre Slidre
05,Oppland,0544,Øystre Slidre
05,Oppland,0545,Vang
06,Buskerud,0602,Drammen
06,Buskerud,0604,Kongsberg
06,Buskerud,0605,Ringerike,21kommuner
06,Buskerud,0612,Hole
06,Buskerud,0615,Flå
06,Buskerud,0616,Nes
06,Buskerud,0617,Gol
06,Buskerud,0618,Hemsedal
06,Buskerud,0619,Ål,21kommuner
06,Buskerud,0620,Hol
06,Buskerud,0621,Sigdal
06,Buskerud,0622,Krødsherad
06,Buskerud,0623,Modum
06,Buskerud,0624,Øvre Eiker
06,Buskerud,0625,Nedre Eiker,21kommuner
06,Buskerud,0626,Lier
06,Buskerud,0627,Røyken
06,Buskerud,0628,Hurum
06,Buskerud,0631,Flesberg
06,Buskerud,0632,Rollag
06,Buskerud,0633,Nore og Uvdal
07,Vestfold,0701,Horten
07,Vestfold,0702,Holmestrand
07,Vestfold,0704,Tønsberg
07,Vestfold,0706,Sandefjord
07,Vestfold,0709,Larvik
07,Vestfold,0711,Svelvik
07,Vestfold,0713,Sande
07,Vestfold,0714,Hof
07,Vestfold,0716,Re
07,Vestfold,0719,Andebu
07,Vestfold,0720,Stokke
07,Vestfold,0722,Nøtterøy
07,Vestfold,0723,Tjøme
07,Vestfold,0728,Lardal
08,Telemark,0805,Porsgrunn
08,Telemark,0806,Skien
08,Telemark,0807,Notodden
08,Telemark,0811,Siljan
08,Telemark,0814,Bamble
08,Telemark,0815,Kragerø
08,Telemark,0817,Drangedal
08,Telemark,0819,Nome
08,Telemark,0821,Bø
08,Telemark,0822,Sauherad
08,Telemark,0826,Tinn
08,Telemark,0827,Hjartdal
08,Telemark,0828,Seljord
08,Telemark,0829,Kviteseid
08,Telemark,0830,Nissedal
08,Telemark,0831,Fyresdal
08,Telemark,0833,Tokke
08,Telemark,0834,Vinje
09,Aust-Agder,0901,Risør
09,Aust-Agder,0904,Grimstad
09,Aust-Agder,0906,Arendal
09,Aust-Agder,0911,Gjerstad
09,Aust-Agder,0912,Vegårshei
09,Aust-Agder,0914,Tvedestrand
09,Aust-Agder,0919,Froland
09,Aust-Agder,0926,Lillesand
09,Aust-Agder,0928,Birkenes
09,Aust-Agder,0929,Åmli
09,Aust-Agder,0935,Iveland
09,Aust-Agder,0937,Evje og Hornnes
09,Aust-Agder,0938,Bygland
09,Aust-Agder,0940,Valle
09,Aust-Agder,0941,Bykle
10,Vest-Agder,1001,Kristiansand
10,Vest-Agder,1002,Mandal
10,Vest-Agder,1003,Farsund
10,Vest-Agder,1004,Flekkefjord
10,Vest-Agder,1014,Vennesla
10,Vest-Agder,1017,Songdalen
10,Vest-Agder,1018,Søgne
10,Vest-Agder,1021,Marnardal
10,Vest-Agder,1026,Åseral
10,Vest-Agder,1027,Audnedal
10,Vest-Agder,1029,Lindesnes
10,Vest-Agder,1032,Lyngdal
10,Vest-Agder,1034,Hægebostad
10,Vest-Agder,1037,Kvinesdal
10,Vest-Agder,1046,Sirdal
11,Rogaland,1101,Eigersund
11,Rogaland,1102,Sandnes
11,Rogaland,1103,Stavanger
11,Rogaland,1106,Haugesund
11,Rogaland,1111,Sokndal
11,Rogaland,1112,Lund
11,Rogaland,1114,Bjerkreim
11,Rogaland,1119,Hå
11,Rogaland,1120,Klepp
11,Rogaland,1121,Time
11,Rogaland,1122,Gjesdal
11,Rogaland,1124,Sola
11,Rogaland,1127,Randaberg
11,Rogaland,1129,Forsand
11,Rogaland,1130,Strand
11,Rogaland,1133,Hjelmeland
11,Rogaland,1134,Suldal
11,Rogaland,1135,Sauda
11,Rogaland,1141,Finnøy
11,Rogaland,1142,Rennesøy
11,Rogaland,1144,Kvitsøy
11,Rogaland,1145,Bokn
11,Rogaland,1146,Tysvær
11,Rogaland,1149,Karmøy
11,Rogaland,1151,Utsira
11,Rogaland,1160,Vindafjord
12,Hordaland,1201,Bergen
12,Hordaland,1211,Etne
12,Hordaland,1216,Sveio
12,Hordaland,1219,Bømlo
12,Hordaland,1221,Stord
12,Hordaland,1222,Fitjar
12,Hordaland,1223,Tysnes
12,Hordaland,1224,Kvinnherad
12,Hordaland,1227,Jondal
12,Hordaland,1228,Odda
12,Hordaland,1231,Ullensvang
12,Hordaland,1232,Eidfjord
12,Hordaland,1233,Ulvik
12,Hordaland,1234,Granvin
12,Hordaland,1235,Voss
12,Hordaland,1238,Kvam
12,Hordaland,1241,Fusa
12,Hordaland,1242,Samnanger
12,Hordaland,1243,Os
12,Hordaland,1244,Austevoll
12,Hordaland,1245,Sund
12,Hordaland,1246,Fjell
12,Hordaland,1247,Askøy
12,Hordaland,1251,Vaksdal
12,Hordaland,1252,Modalen
12,Hordaland,1253,Osterøy
12,Hordaland,1256,Meland
12,Hordaland,1259,Øygarden
12,Hordaland,1260,Radøy
12,Hordaland,1263,Lindås
12,Hordaland,1264,Austrheim
12,Hordaland,1265,Fedje
12,Hordaland,1266,Masfjorden
14,Sogn og fjordane,1401,Flora
14,Sogn og fjordane,1411,Gulen
14,Sogn og fjordane,1412,Solund
14,Sogn og fjordane,1413,Hyllestad
14,Sogn og fjordane,1416,Høyanger
14,Sogn og fjordane,1417,Vik
14,Sogn og fjordane,1418,Balestrand
14,Sogn og fjordane,1419,Leikanger
14,Sogn og fjordane,1420,Sogndal
14,Sogn og fjordane,1421,Aurland
14,Sogn og fjordane,1422,Lærdal
14,Sogn og fjordane,1424,Årdal
14,Sogn og fjordane,1426,Luster
14,Sogn og fjordane,1428,Askvoll
14,Sogn og fjordane,1429,Fjaler
14,Sogn og fjordane,1430,Gaular
14,Sogn og fjordane,1431,Jølster
14,Sogn og fjordane,1432,Førde
14,Sogn og fjordane,1433,Naustdal
14,Sogn og fjordane,1438,Bremanger
14,Sogn og fjordane,1439,Vågsøy
14,Sogn og fjordane,1441,Selje
14,Sogn og fjordane,1443,Eid
14,Sogn og fjordane,1444,Hornindal
14,Sogn og fjordane,1445,Gloppen
14,Sogn og fjordane,1449,Stryn
15,Møre og Romsdal,1502,Molde
15,Møre og Romsdal,1504,Ålesund
15,Møre og Romsdal,1505,Kristiansund
15,Møre og Romsdal,1511,Vanylven
15,Møre og Romsdal,1514,Sande
15,Møre og Romsdal,1515,Herøy
15,Møre og Romsdal,1516,Ulstein
15,Møre og Romsdal,1517,Hareid
15,Møre og Romsdal,1519,Volda
15,Møre og Romsdal,1520,Ørsta
15,Møre og Romsdal,1523,Ørskog
15,Møre og Romsdal,1524,Norddal
15,Møre og Romsdal,1525,Stranda
15,Møre og Romsdal,1526,Stordal
15,Møre og Romsdal,1528,Sykkylven
15,Møre og Romsdal,1529,Skodje
15,Møre og Romsdal,1531,Sula
15,Møre og Romsdal,1532,Giske
15,Møre og Romsdal,1534,Haram
15,Møre og Romsdal,1535,Vestnes
15,Møre og Romsdal,1539,Rauma
15,Møre og Romsdal,1543,Nesset
15,Møre og Romsdal,1545,Midsund
15,Møre og Romsdal,1546,Sandøy
15,Møre og Romsdal,1547,Aukra
15,Møre og Romsdal,1548,Fræna
15,Møre og Romsdal,1551,Eide
15,Møre og Romsdal,1554,Averøy
15,Møre og Romsdal,1557,Gjemnes
15,Møre og Romsdal,1560,Tingvoll
15,Møre og Romsdal,1563,Sunndal
15,Møre og Romsdal,1566,Surnadal
15,Møre og Romsdal,1567,Rindal
15,Møre og Romsdal,1571,Halsa
15,Møre og Romsdal,1573,Smøla
15,Møre og Romsdal,1576,Aure
16,Sør-Trøndelag,1601,Trondheim
16,Sør-Trøndelag,1612,Hemne
16,Sør-Trøndelag,1613,Snillfjord
16,Sør-Trøndelag,1617,Hitra
16,Sør-Trøndelag,1620,Frøya
16,Sør-Trøndelag,1621,Ørland
16,Sør-Trøndelag,1622,Agdenes
16,Sør-Trøndelag,1624,Rissa
16,Sør-Trøndelag,1627,Bjugn
16,Sør-Trøndelag,1630,Åfjord
16,Sør-Trøndelag,1632,Roan
16,Sør-Trøndelag,1633,Osen
16,Sør-Trøndelag,1634,Oppdal
16,Sør-Trøndelag,1635,Rennebu
16,Sør-Trøndelag,1636,Meldal
16,Sør-Trøndelag,1638,Orkdal
16,Sør-Trøndelag,1640,Røros
16,Sør-Trøndelag,1644,Holtålen
16,Sør-Trøndelag,1648,Midtre Gauldal
16,Sør-Trøndelag,1653,Melhus
16,Sør-Trøndelag,1657,Skaun
16,Sør-Trøndelag,1662,Klæbu
16,Sør-Trøndelag,1663,Malvik
16,Sør-Trøndelag,1664,Selbu
16,Sør-Trøndelag,1665,Tydal
17,Nord-Trøndelag,1702,Steinkjer
17,Nord-Trøndelag,1703,Namsos
17,Nord-Trøndelag,1711,Meråker
17,Nord-Trøndelag,1714,Stjørdal
17,Nord-Trøndelag,1717,Frosta
17,Nord-Trøndelag,1718,Leksvik
17,Nord-Trøndelag,1719,Levanger
17,Nord-Trøndelag,1721,Verdal
17,Nord-Trøndelag,1724,Verran
17,Nord-Trøndelag,1725,Namdalseid
17,Nord-Trøndelag,1736,Snåase – Snåsa
17,Nord-Trøndelag,1738,Lierne
17,Nord-Trøndelag,1739,Raarvihke – Røyrvik
17,Nord-Trøndelag,1740,Namsskogan
17,Nord-Trøndelag,1742,Grong
17,Nord-Trøndelag,1743,Høylandet
17,Nord-Trøndelag,1744,Overhalla
17,Nord-Trøndelag,1748,Fosnes
17,Nord-Trøndelag,1749,Flatanger
17,Nord-Trøndelag,1750,Vikna
17,Nord-Trøndelag,1751,Nærøy
17,Nord-Trøndelag,1755,Leka
